trialId,laneName,frechet,speedDiff,isBest,isTarget,isMatch
1,Curve_F,4.536646,2.742619,FALSE,A,FALSE
1,Curve_S,1.580299,1.542619,FALSE,A,FALSE
1,Curve_A,0.453252,0.04261899,TRUE,A,TRUE
1,Curve_D,3.047827,0.742619,FALSE,A,FALSE
2,Curve_F,5.10223,3.1002,FALSE,A,FALSE
2,Curve_S,2.231673,1.9002,FALSE,A,FALSE
2,Curve_A,1.097348,0.4001997,TRUE,A,TRUE
2,Curve_D,3.640956,1.1002,FALSE,A,FALSE
3,Curve_F,4.631249,2.688457,FALSE,A,FALSE
3,Curve_S,1.651761,1.488458,FALSE,A,FALSE
3,Curve_A,0.4248722,0.01154256,TRUE,A,TRUE
3,Curve_D,3.136621,0.6884575,FALSE,A,FALSE
4,Curve_F,4.850804,3.140966,FALSE,A,FALSE
4,Curve_S,1.904416,1.940966,FALSE,A,FALSE
4,Curve_A,0.6519588,0.4409659,TRUE,A,TRUE
4,Curve_D,3.365791,1.140966,FALSE,A,FALSE
5,Curve_F,4.585387,2.671189,FALSE,A,FALSE
5,Curve_S,1.694808,1.471189,FALSE,A,FALSE
5,Curve_A,0.7386947,0.02881145,TRUE,A,TRUE
5,Curve_D,3.114334,0.6711886,FALSE,A,FALSE
6,Curve_F,4.734985,2.973483,FALSE,A,FALSE
6,Curve_S,1.78446,1.773483,FALSE,A,FALSE
6,Curve_A,0.5624959,0.2734826,TRUE,A,TRUE
6,Curve_D,3.248414,0.9734826,FALSE,A,FALSE
7,Curve_F,4.756842,2.953272,FALSE,A,FALSE
7,Curve_S,1.830068,1.753273,FALSE,A,FALSE
7,Curve_A,0.6781958,0.2532723,TRUE,A,TRUE
7,Curve_D,3.276942,0.9532723,FALSE,A,FALSE
8,Curve_F,4.842424,3.136887,FALSE,A,FALSE
8,Curve_S,1.939352,1.936887,FALSE,A,FALSE
8,Curve_A,0.8167576,0.4368865,TRUE,A,TRUE
8,Curve_D,3.36973,1.136887,FALSE,A,FALSE
9,Curve_F,4.926146,3.033577,FALSE,A,FALSE
9,Curve_S,1.979855,1.833577,FALSE,A,FALSE
9,Curve_A,0.7044747,0.3335767,TRUE,A,TRUE
9,Curve_D,3.44142,1.033577,FALSE,A,FALSE
10,Curve_F,4.873406,3.214662,FALSE,A,FALSE
10,Curve_S,1.958131,2.014662,FALSE,A,FALSE
10,Curve_A,0.7914378,0.5146618,TRUE,A,TRUE
10,Curve_D,3.397379,1.214662,FALSE,A,FALSE
11,Curve_F,5.035722,3.103492,FALSE,A,FALSE
11,Curve_S,2.102021,1.903492,FALSE,A,FALSE
11,Curve_A,0.8357536,0.4034922,TRUE,A,TRUE
11,Curve_D,3.555066,1.103492,FALSE,A,FALSE
12,Curve_F,5.165291,2.784055,FALSE,A,FALSE
12,Curve_S,2.199171,1.584055,FALSE,A,FALSE
12,Curve_A,0.8151161,0.08405495,TRUE,A,TRUE
12,Curve_D,3.675363,0.784055,FALSE,A,FALSE
13,Curve_F,4.862333,2.742159,FALSE,A,FALSE
13,Curve_S,1.891859,1.542159,FALSE,A,FALSE
13,Curve_A,0.5454841,0.04215908,TRUE,A,TRUE
13,Curve_D,3.370564,0.7421591,FALSE,A,FALSE
14,Curve_F,4.698239,3.012258,FALSE,A,FALSE
14,Curve_S,1.788388,1.812258,FALSE,A,FALSE
14,Curve_A,0.7146826,0.3122578,TRUE,A,TRUE
14,Curve_D,3.222715,1.012258,FALSE,A,FALSE
15,Curve_F,4.854126,2.855447,FALSE,A,FALSE
15,Curve_S,1.954173,1.655447,FALSE,A,FALSE
15,Curve_A,0.9372888,0.155447,TRUE,A,TRUE
15,Curve_D,3.382405,0.8554471,FALSE,A,FALSE
16,Curve_F,4.325947,2.359647,FALSE,A,FALSE
16,Curve_S,1.36036,1.159647,FALSE,A,FALSE
16,Curve_A,0.4419648,0.340353,TRUE,A,TRUE
16,Curve_D,2.834113,0.359647,FALSE,A,FALSE
17,Curve_F,4.87758,2.693041,FALSE,A,FALSE
17,Curve_S,1.889291,1.493041,FALSE,A,FALSE
17,Curve_A,0.495794,0.0069592,TRUE,A,TRUE
17,Curve_D,3.380843,0.6930408,FALSE,A,FALSE
18,Curve_F,4.472774,2.60947,FALSE,A,FALSE
18,Curve_S,1.511228,1.40947,FALSE,A,FALSE
18,Curve_A,0.4157635,0.0905304,TRUE,A,TRUE
18,Curve_D,2.982408,0.6094697,FALSE,A,FALSE
19,Curve_F,4.745862,3.212301,FALSE,A,FALSE
19,Curve_S,1.796916,2.012301,FALSE,A,FALSE
19,Curve_A,0.5759806,0.5123012,TRUE,A,TRUE
19,Curve_D,3.259763,1.212301,FALSE,A,FALSE
20,Curve_F,4.705362,3.070841,FALSE,A,FALSE
20,Curve_S,1.823701,1.870841,FALSE,A,FALSE
20,Curve_A,0.8176858,0.3708408,TRUE,A,TRUE
20,Curve_D,3.237771,1.070841,FALSE,A,FALSE
21,Curve_F,4.651015,3.03204,FALSE,A,FALSE
21,Curve_S,1.777538,1.83204,FALSE,A,FALSE
21,Curve_A,0.8206629,0.3320401,TRUE,A,TRUE
21,Curve_D,3.185246,1.03204,FALSE,A,FALSE
22,Curve_F,4.695725,2.63034,FALSE,A,FALSE
22,Curve_S,1.737792,1.430341,FALSE,A,FALSE
22,Curve_A,0.5049372,0.06965971,TRUE,A,TRUE
22,Curve_D,3.207005,0.6303403,FALSE,A,FALSE
23,Curve_F,4.530867,2.743416,FALSE,A,FALSE
23,Curve_S,1.655936,1.543417,FALSE,A,FALSE
23,Curve_A,0.7738262,0.04341626,TRUE,A,TRUE
23,Curve_D,3.063566,0.7434163,FALSE,A,FALSE
24,Curve_F,4.796929,2.757782,FALSE,A,FALSE
24,Curve_S,1.894068,1.557782,FALSE,A,FALSE
24,Curve_A,0.7911879,0.05778217,TRUE,A,TRUE
24,Curve_D,3.324006,0.7577822,FALSE,A,FALSE
25,Curve_F,4.441172,2.709748,FALSE,A,FALSE
25,Curve_S,1.483878,1.509748,FALSE,A,FALSE
25,Curve_A,0.4543991,0.00974822,TRUE,A,TRUE
25,Curve_D,2.95177,0.7097483,FALSE,A,FALSE
26,Curve_F,4.890826,2.655284,FALSE,A,FALSE
26,Curve_S,1.947286,1.455284,FALSE,A,FALSE
26,Curve_A,0.6912296,0.04471588,TRUE,A,TRUE
26,Curve_D,3.406765,0.6552842,FALSE,A,FALSE
27,Curve_F,4.434502,2.596369,FALSE,A,FALSE
27,Curve_S,1.637793,1.396369,FALSE,A,FALSE
27,Curve_A,0.7561691,0.103631,TRUE,A,TRUE
27,Curve_D,2.956396,0.596369,FALSE,A,FALSE
28,Curve_F,4.795625,2.683517,FALSE,A,FALSE
28,Curve_S,1.821854,1.483517,FALSE,A,FALSE
28,Curve_A,0.4792865,0.01648331,TRUE,A,TRUE
28,Curve_D,3.302815,0.6835167,FALSE,A,FALSE
29,Curve_F,4.344528,2.98346,FALSE,A,FALSE
29,Curve_S,1.421024,1.78346,FALSE,A,FALSE
29,Curve_A,0.6605235,0.2834599,TRUE,A,TRUE
29,Curve_D,2.86306,0.9834599,FALSE,A,FALSE
30,Curve_F,4.351877,2.457183,FALSE,A,FALSE
30,Curve_S,1.371219,1.257183,FALSE,A,FALSE
30,Curve_A,0.3726193,0.2428172,TRUE,A,TRUE
30,Curve_D,2.856491,0.4571829,FALSE,A,FALSE
1,Curve_A,0.9980903,1.205961,FALSE,S,FALSE
1,Curve_S,0.5298642,0.2940392,TRUE,S,TRUE
1,Curve_D,3.082849,0.5059609,FALSE,S,FALSE
1,Curve_F,4.028511,1.494039,FALSE,S,FALSE
2,Curve_A,1.064375,1.384517,FALSE,S,FALSE
2,Curve_S,0.608714,0.1154828,TRUE,S,TRUE
2,Curve_D,2.85751,0.6845174,FALSE,S,FALSE
2,Curve_F,3.873587,1.315483,FALSE,S,FALSE
3,Curve_A,1.275569,1.62019,FALSE,S,FALSE
3,Curve_S,0.5246978,0.1201897,TRUE,S,TRUE
3,Curve_D,2.871324,0.9201899,FALSE,S,FALSE
3,Curve_F,3.875234,1.07981,FALSE,S,FALSE
4,Curve_A,1.52756,1.417501,FALSE,S,FALSE
4,Curve_S,0.4645538,0.0824995,TRUE,S,TRUE
4,Curve_D,2.951705,0.7175007,FALSE,S,FALSE
4,Curve_F,3.968189,1.282499,FALSE,S,FALSE
5,Curve_A,0.9995252,1.483738,FALSE,S,FALSE
5,Curve_S,0.6247473,0.01626253,TRUE,S,TRUE
5,Curve_D,3.039626,0.7837377,FALSE,S,FALSE
5,Curve_F,4.016078,1.216262,FALSE,S,FALSE
6,Curve_A,1.123931,0.9580104,FALSE,S,FALSE
6,Curve_S,0.589433,0.5419898,TRUE,S,TRUE
6,Curve_D,2.923759,0.2580104,FALSE,S,FALSE
6,Curve_F,3.990169,1.74199,FALSE,S,FALSE
7,Curve_A,1.181878,1.171466,FALSE,S,FALSE
7,Curve_S,0.4600618,0.3285344,TRUE,S,TRUE
7,Curve_D,2.935729,0.4714658,FALSE,S,FALSE
7,Curve_F,3.996749,1.528534,FALSE,S,FALSE
8,Curve_A,0.9851128,0.9500148,FALSE,S,FALSE
8,Curve_S,0.6411539,0.5499854,TRUE,S,TRUE
8,Curve_D,2.811975,0.2500148,FALSE,S,FALSE
8,Curve_F,3.84626,1.749985,FALSE,S,FALSE
9,Curve_A,0.8325402,0.7082403,FALSE,S,FALSE
9,Curve_S,0.6982156,0.79176,TRUE,S,TRUE
9,Curve_D,3.115189,0.008240223,FALSE,S,FALSE
9,Curve_F,4.137515,1.99176,FALSE,S,FALSE
10,Curve_A,1.105697,1.32947,FALSE,S,FALSE
10,Curve_S,0.5258585,0.1705298,TRUE,S,TRUE
10,Curve_D,3.04239,0.6294703,FALSE,S,FALSE
10,Curve_F,4.058985,1.37053,FALSE,S,FALSE
11,Curve_A,1.370501,1.369864,FALSE,S,FALSE
11,Curve_S,0.5592846,0.1301365,TRUE,S,TRUE
11,Curve_D,2.88763,0.6698637,FALSE,S,FALSE
11,Curve_F,3.87144,1.330136,FALSE,S,FALSE
12,Curve_A,0.7540637,1.269287,FALSE,S,FALSE
12,Curve_S,0.7598891,0.2307134,TRUE,S,TRUE
12,Curve_D,3.094235,0.5692868,FALSE,S,FALSE
12,Curve_F,4.041735,1.430713,FALSE,S,FALSE
13,Curve_A,1.574661,1.324578,FALSE,S,FALSE
13,Curve_S,0.8784036,0.1754222,TRUE,S,TRUE
13,Curve_D,2.522637,0.624578,FALSE,S,FALSE
13,Curve_F,3.618204,1.375422,FALSE,S,FALSE
14,Curve_A,1.275742,1.33723,FALSE,S,FALSE
14,Curve_S,0.5863041,0.1627698,TRUE,S,TRUE
14,Curve_D,2.86363,0.6372304,FALSE,S,FALSE
14,Curve_F,3.955089,1.36277,FALSE,S,FALSE
15,Curve_A,1.212175,1.364825,FALSE,S,FALSE
15,Curve_S,0.575352,0.1351752,TRUE,S,TRUE
15,Curve_D,2.81766,0.664825,FALSE,S,FALSE
15,Curve_F,3.897748,1.335175,FALSE,S,FALSE
16,Curve_A,1.274168,1.046236,FALSE,S,FALSE
16,Curve_S,0.677012,0.4537642,TRUE,S,TRUE
16,Curve_D,2.751566,0.346236,FALSE,S,FALSE
16,Curve_F,3.718632,1.653764,FALSE,S,FALSE
17,Curve_A,1.739026,1.482064,FALSE,S,FALSE
17,Curve_S,0.5603241,0.01793575,TRUE,S,TRUE
17,Curve_D,2.894815,0.7820644,FALSE,S,FALSE
17,Curve_F,3.930478,1.217936,FALSE,S,FALSE
18,Curve_A,0.8269971,0.8592582,FALSE,S,FALSE
18,Curve_S,0.8486529,0.6407421,TRUE,S,TRUE
18,Curve_D,3.05111,0.1592581,FALSE,S,FALSE
18,Curve_F,4.03554,1.840742,FALSE,S,FALSE
19,Curve_A,1.092139,1.215286,FALSE,S,FALSE
19,Curve_S,0.5148142,0.2847142,TRUE,S,TRUE
19,Curve_D,2.942879,0.515286,FALSE,S,FALSE
19,Curve_F,3.913036,1.484714,FALSE,S,FALSE
20,Curve_A,1.378053,1.450338,FALSE,S,FALSE
20,Curve_S,0.516233,0.04966211,TRUE,S,TRUE
20,Curve_D,2.954805,0.7503381,FALSE,S,FALSE
20,Curve_F,3.884677,1.249662,FALSE,S,FALSE
21,Curve_A,1.003824,1.034144,FALSE,S,FALSE
21,Curve_S,0.5890337,0.4658563,TRUE,S,TRUE
21,Curve_D,2.793658,0.3341439,FALSE,S,FALSE
21,Curve_F,3.889313,1.665856,FALSE,S,FALSE
22,Curve_A,0.9811067,1.050631,FALSE,S,FALSE
22,Curve_S,0.6160631,0.4493694,TRUE,S,TRUE
22,Curve_D,2.832314,0.3506308,FALSE,S,FALSE
22,Curve_F,3.799311,1.649369,FALSE,S,FALSE
23,Curve_A,0.9711332,0.9431839,FALSE,S,FALSE
23,Curve_S,0.6101274,0.5568163,TRUE,S,TRUE
23,Curve_D,3.069514,0.2431839,FALSE,S,FALSE
23,Curve_F,4.022853,1.756816,FALSE,S,FALSE
24,Curve_A,1.121508,0.8258557,FALSE,S,FALSE
24,Curve_S,0.5841712,0.6741445,TRUE,S,TRUE
24,Curve_D,2.840127,0.1258557,FALSE,S,FALSE
24,Curve_F,3.847018,1.874144,FALSE,S,FALSE
25,Curve_A,1.51415,1.219724,FALSE,S,FALSE
25,Curve_S,0.6926935,0.2802758,TRUE,S,TRUE
25,Curve_D,2.752732,0.5197244,FALSE,S,FALSE
25,Curve_F,3.741632,1.480276,FALSE,S,FALSE
26,Curve_A,1.509787,1.430818,FALSE,S,FALSE
26,Curve_S,0.7005695,0.0691824,TRUE,S,TRUE
26,Curve_D,2.725243,0.7308178,FALSE,S,FALSE
26,Curve_F,3.728964,1.269182,FALSE,S,FALSE
27,Curve_A,1.27682,1.095169,FALSE,S,FALSE
27,Curve_S,0.7791692,0.4048312,TRUE,S,TRUE
27,Curve_D,2.634468,0.395169,FALSE,S,FALSE
27,Curve_F,3.624891,1.604831,FALSE,S,FALSE
28,Curve_A,1.343054,1.477321,FALSE,S,FALSE
28,Curve_S,0.6547335,0.02267885,TRUE,S,TRUE
28,Curve_D,2.760627,0.7773213,FALSE,S,FALSE
28,Curve_F,3.771396,1.222679,FALSE,S,FALSE
29,Curve_A,1.31806,1.460024,FALSE,S,FALSE
